Id,Sobrevivió,Clase,Sexo,Edad,HerEsp,PadHij,Precio,Embarcó,GruposEdad,HerEsp + PadHij,SolAcom
820,0,3,male,10.0,3,2,27.9,S,Niño,5,Acompañado
821,1,1,female,52.0,1,1,93.5,S,Adulto mayor,2,Acompañado
822,1,3,male,27.0,0,0,8.6625,S,Adulto jóven,0,Solo
823,0,1,male,38.0,0,0,0.0,S,Adulto,0,Solo
824,1,3,female,27.0,0,1,12.475,S,Adulto jóven,1,Acompañado
825,0,3,male,2.0,4,1,39.6875,S,Niño,5,Acompañado
826,0,3,male,,0,0,6.95,Q,,0,Solo
827,0,3,male,,0,0,56.4958,S,,0,Solo
828,1,2,male,1.0,0,2,37.0042,C,Niño,2,Acompañado
829,1,3,male,,0,0,7.75,Q,,0,Solo
830,1,1,female,62.0,0,0,80.0,S,Adulto mayor,0,Solo
831,1,3,female,15.0,1,0,14.4542,C,Adolescente,1,Acompañado
832,1,2,male,0.83,1,1,18.75,S,Niño,2,Acompañado
833,0,3,male,,0,0,7.2292,C,,0,Solo
834,0,3,male,23.0,0,0,7.8542,S,Adulto jóven,0,Solo
835,0,3,male,18.0,0,0,8.3,S,Adolescente,0,Solo
836,1,1,female,39.0,1,1,83.1583,C,Adulto,2,Acompañado
837,0,3,male,21.0,0,0,8.6625,S,Adulto jóven,0,Solo
838,0,3,male,,0,0,8.05,S,,0,Solo
839,1,3,male,32.0,0,0,56.4958,S,Adulto,0,Solo
840,1,1,male,,0,0,29.7,C,,0,Solo
841,0,3,male,20.0,0,0,7.925,S,Adulto jóven,0,Solo
842,0,2,male,16.0,0,0,10.5,S,Adolescente,0,Solo
843,1,1,female,30.0,0,0,31.0,C,Adulto,0,Solo
844,0,3,male,34.5,0,0,6.4375,C,Adulto,0,Solo
845,0,3,male,17.0,0,0,8.6625,S,Adolescente,0,Solo
846,0,3,male,42.0,0,0,7.55,S,Adulto,0,Solo
847,0,3,male,,8,2,69.55,S,,10,Acompañado
848,0,3,male,35.0,0,0,7.8958,C,Adulto,0,Solo
849,0,2,male,28.0,0,1,33.0,S,Adulto jóven,1,Acompañado
850,1,1,female,,1,0,89.1042,C,,1,Acompañado
851,0,3,male,4.0,4,2,31.275,S,Niño,6,Acompañado
852,0,3,male,74.0,0,0,7.775,S,Adulto mayor,0,Solo
853,0,3,female,9.0,1,1,15.2458,C,Niño,2,Acompañado
854,1,1,female,16.0,0,1,39.4,S,Adolescente,1,Acompañado
855,0,2,female,44.0,1,0,26.0,S,Adulto,1,Acompañado
856,1,3,female,18.0,0,1,9.35,S,Adolescente,1,Acompañado
857,1,1,female,45.0,1,1,164.8667,S,Adulto,2,Acompañado
858,1,1,male,51.0,0,0,26.55,S,Adulto mayor,0,Solo
859,1,3,female,24.0,0,3,19.2583,C,Adulto jóven,3,Acompañado
860,0,3,male,,0,0,7.2292,C,,0,Solo
861,0,3,male,41.0,2,0,14.1083,S,Adulto,2,Acompañado
862,0,2,male,21.0,1,0,11.5,S,Adulto jóven,1,Acompañado
863,1,1,female,48.0,0,0,25.9292,S,Adulto,0,Solo
864,0,3,female,,8,2,69.55,S,,10,Acompañado
865,0,2,male,24.0,0,0,13.0,S,Adulto jóven,0,Solo
866,1,2,female,42.0,0,0,13.0,S,Adulto,0,Solo
867,1,2,female,27.0,1,0,13.8583,C,Adulto jóven,1,Acompañado
868,0,1,male,31.0,0,0,50.4958,S,Adulto,0,Solo
869,0,3,male,,0,0,9.5,S,,0,Solo
870,1,3,male,4.0,1,1,11.1333,S,Niño,2,Acompañado
871,0,3,male,26.0,0,0,7.8958,S,Adulto jóven,0,Solo
872,1,1,female,47.0,1,1,52.5542,S,Adulto,2,Acompañado
873,0,1,male,33.0,0,0,5.0,S,Adulto,0,Solo
874,0,3,male,47.0,0,0,9.0,S,Adulto,0,Solo
875,1,2,female,28.0,1,0,24.0,C,Adulto jóven,1,Acompañado
876,1,3,female,15.0,0,0,7.225,C,Adolescente,0,Solo
877,0,3,male,20.0,0,0,9.8458,S,Adulto jóven,0,Solo
878,0,3,male,19.0,0,0,7.8958,S,Adulto jóven,0,Solo
879,0,3,male,,0,0,7.8958,S,,0,Solo
880,1,1,female,56.0,0,1,83.1583,C,Adulto mayor,1,Acompañado
881,1,2,female,25.0,0,1,26.0,S,Adulto jóven,1,Acompañado
882,0,3,male,33.0,0,0,7.8958,S,Adulto,0,Solo
883,0,3,female,22.0,0,0,10.5167,S,Adulto jóven,0,Solo
884,0,2,male,28.0,0,0,10.5,S,Adulto jóven,0,Solo
885,0,3,male,25.0,0,0,7.05,S,Adulto jóven,0,Solo
886,0,3,female,39.0,0,5,29.125,Q,Adulto,5,Acompañado
887,0,2,male,27.0,0,0,13.0,S,Adulto jóven,0,Solo
888,1,1,female,19.0,0,0,30.0,S,Adulto jóven,0,Solo
889,0,3,female,,1,2,23.45,S,,3,Acompañado
890,1,1,male,26.0,0,0,30.0,C,Adulto jóven,0,Solo
891,0,3,male,32.0,0,0,7.75,Q,Adulto,0,Solo
